0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths
0,0,1,0,0,0,1,1,0,0,1,1,0,0,0,1,5,7,2,4,4,0,4,7,7,6,1,6,7,0,1,188786252.8450793,531910043.85455513,388400000.0,2829.4718660515764,0.047380430714830654
1,0,0,1,0,0,0,1,1,0,1,1,0,0,0,3,4,2,0,4,3,7,7,5,1,5,8,1,6,1,3,123254089.89746112,541548267.0351375,606200000.0,4895.983076676074,0.008940314609242453
0,0,0,1,0,1,1,1,1,0,1,1,0,0,0,3,5,1,4,6,5,0,6,9,1,5,8,6,7,4,5,28366509.39947073,593691965.100958,770100000.0,1383.177527302159,0.0016592692243367778
1,1,1,0,1,0,0,1,1,0,1,1,1,0,0,1,7,0,6,5,3,0,5,2,6,0,2,4,5,0,2,170741384.09130925,442708445.744555,1031500000.0,4182.439842962127,0.03366958881594589
0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,7,1,4,5,2,7,6,2,6,6,6,3,9,7,4,75320875.29292409,685210778.302012,176700000.0,0.0,0.04620942181493064
1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,7,0,6,5,3,3,7,0,2,6,3,2,5,4,9,171255046.9704306,566703155.2794237,236500000.0,3400.7651019032196,0.053311503872765974
1,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,4,2,0,5,6,0,6,0,2,7,1,2,5,3,6,142111174.75817215,443643732.0832367,941000000.0,0.0,0.1039175855011797
1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,3,7,1,1,9,3,7,7,5,1,5,3,2,6,5,6,27439504.105861828,691856333.2213902,388400000.0,1376.8982092676865,0.0019157597024314446
1,0,0,1,0,0,1,1,1,1,0,1,0,0,0,2,4,6,6,8,3,7,10,0,6,9,1,1,9,7,5,18990362.936221965,751630124.9811275,636900000.0,198.53547858897218,0.0014515889953281662
1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,3,6,3,1,7,2,3,5,0,0,6,1,0,8,3,0,126805276.67305297,486211178.6246085,729100000.0,4655.663079706692,0.018138191419203472
1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,3,7,0,1,6,4,4,5,1,5,6,6,0,8,0,7,26741740.997863382,537804195.43089,796400000.0,1057.4402464910243,0.003104003916531187
0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,3,6,2,1,4,3,0,4,6,0,5,7,0,6,2,3,337153132.81344515,461136815.36599606,357700000.0,13367.97566692973,0.038275572219513
1,1,0,0,0,0,1,1,0,1,1,1,0,0,0,1,4,1,2,5,2,2,7,0,5,6,5,1,9,2,6,53322538.77813571,548193712.6460927,594200000.0,927.9180588100638,0.012213012004407284
1,0,0,1,0,0,1,1,1,0,1,1,0,0,1,3,4,2,0,7,2,4,6,3,1,6,4,7,9,0,0,30859756.115792893,476136336.00594985,893000000.0,814.9626059278405,0.001956762909342349
0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,3,7,7,10,5,5,0,5,7,3,9,6,4,7,7,4,138153378.84976038,746515276.0307391,146000000.0,5824.66504367473,0.013099341569588824
0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,2,8,1,6,7,3,4,8,2,3,8,7,8,9,3,3,12183319.527386686,710936414.5565454,656500000.0,405.57033817421427,0.0012657128954547165
1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,4,2,2,7,3,0,10,3,5,7,4,4,5,4,5,108812434.26787859,558876973.5674487,351800000.0,0.0,0.07019805442976423
1,1,0,1,0,0,1,1,1,0,0,1,1,0,0,0,4,4,3,6,2,0,5,0,1,2,1,3,5,3,0,194362185.11959574,425174090.9745873,856400000.0,0.0,0.12559116065599923
0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,7,3,1,4,3,0,4,1,2,5,7,2,5,3,3,264019051.4328443,502530140.49367094,267200000.0,5313.9111750585525,0.08312580099055715
0,0,0,1,0,0,1,1,1,1,0,1,0,0,0,1,8,7,5,6,1,2,6,4,0,7,0,3,7,3,5,29358015.636807323,644371196.7381446,552300000.0,632.6129660470925,0.00667653408482599
1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,6,1,6,5,3,3,7,7,0,6,3,1,6,5,7,110880688.85857384,614229541.6956954,327000000.0,4282.494576527793,0.010045248319644536
1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9,5,10,6,9,8,9,9,7,6,7,7,6,4,1,112503229.46179116,947666655.7371218,115300000.0,0.0,0.06911109506074037
0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,9,0,4,6,5,0,7,5,6,6,6,3,7,2,6,17342795.264441963,580594790.1930515,334500000.0,0.0,0.010418961307061197
0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,3,10,0,5,6,5,1,9,2,7,6,7,3,5,2,4,78870284.57068539,639477805.2859758,357700000.0,3586.1044668694567,0.00631098046339206
0,0,0,0,0,0,1,1,1,1,0,1,0,1,0,3,7,1,1,5,3,3,5,2,1,6,6,0,9,0,7,120435098.43564416,552483156.967159,590600000.0,2646.9792052035828,0.008636015308767946
0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,8,7,4,6,1,3,6,4,0,1,0,3,7,4,5,196167638.54522166,636277671.5470829,213300000.0,5017.203791478399,0.028608072153849168
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,2,7,0,1,6,2,0,1,3,0,1,0,7,0,4,4,1354418121.5254679,365880233.92480147,182600000.0,44093.9589005469,0.18965854719631148
0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,4,4,0,5,3,2,4,3,0,6,5,3,4,3,3,413430569.3654482,473544698.944823,261300000.0,0.0,0.2852185313691405
1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,3,4,7,1,6,4,3,5,2,1,1,5,7,9,0,4,79894689.10399225,585568280.0938509,759800000.0,3819.44832474713,0.004724163872589413
0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,3,8,1,1,7,4,0,6,3,5,3,5,6,8,2,7,65216140.21520804,587660661.4745984,559900000.0,2801.070168975521,0.005005844945299614
0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,7,0,1,5,3,0,5,2,6,0,6,0,10,0,6,126362125.89162686,447374012.6288788,946900000.0,2955.3075103357605,0.02754392499561463
0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,7,1,5,4,3,0,5,4,7,7,3,6,4,6,6,348865014.33326656,572911261.5021571,236500000.0,0.0,0.27001452726853414
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,4,6,6,2,3,7,4,0,1,5,3,7,6,4,223611173.42156336,640107250.481523,30700000.0,0.0,0.117433800968605
0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,9,1,10,6,5,5,9,6,7,6,7,7,7,2,6,49327676.88998773,812720561.0720376,182600000.0,0.0,0.02822497298725148
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,7,0,5,5,3,0,5,1,3,0,1,7,4,1,4,1087678221.1412342,457410715.13234603,84600000.0,34742.734493498196,0.1712658835060722
1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,6,0,0,5,5,0,4,2,2,1,1,4,4,4,6,254795775.29601777,416761075.0404357,382500000.0,6356.838489787132,0.05058668435272117
1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,3,7,0,1,6,5,3,5,6,2,5,7,7,9,1,6,64004877.763107084,608117519.3344777,478900000.0,2511.0844156380676,0.007720840500797509
1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,3,3,4,4,6,0,1,6,5,0,5,7,0,7,5,1,166939300.34225875,491217239.6669086,351800000.0,4724.766492227396,0.011466465478310619
0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,2,9,1,0,7,3,0,7,4,1,2,7,1,10,2,6,55563615.56485772,548529938.7939062,785300000.0,2277.519726855264,0.0048289840126531135
0,0,1,0,0,1,1,1,1,1,1,1,0,1,0,0,9,0,4,4,5,0,5,5,0,0,7,0,6,2,0,109691879.14863741,422460831.3227334,1014200000.0,0.0,0.05584238724258185
1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,3,7,0,0,0,5,2,7,0,1,5,7,7,7,0,0,415748714.3944255,331581013.40224415,467100000.0,18479.059061429514,0.030965101759808388
1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,4,2,1,6,5,0,5,3,5,1,1,4,6,0,3,250761575.67948115,464918802.4702828,661800000.0,0.0,0.19197057527975248
0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,6,0,1,7,4,0,7,5,6,7,6,7,7,2,0,39552487.476773955,490528820.84493494,552300000.0,0.0,0.021224949548304207
0,0,0,0,1,0,1,0,1,1,1,1,1,0,0,1,7,1,0,5,4,0,5,6,1,1,0,4,6,1,2,116545143.7695416,449492042.12635684,898900000.0,2926.1119051016935,0.02162485984673022
0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,5,0,0,6,4,3,4,2,0,1,4,0,6,2,4,347443247.8089173,438031903.9271282,297900000.0,4851.185461534008,0.06409014871007053
1,0,0,0,0,0,1,0,1,1,1,1,1,0,0,3,7,1,1,7,6,0,5,6,1,6,7,7,10,1,0,44593083.24985157,549790911.6699532,765700000.0,1681.4158758435558,0.00608853649207405
0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,4,7,0,2,1,3,0,5,3,0,5,3,7,0,4,4,1077647498.5051765,371702654.1590801,182600000.0,54129.98732849724,0.0799305459982259
0,0,0,0,1,0,1,1,1,1,1,1,1,1,0,3,6,1,0,7,4,0,6,5,1,6,1,1,6,2,3,24506355.568091452,479582742.1306671,1185700000.0,610.0687390027231,0.0016186855668048248
1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,3,7,7,1,6,7,6,7,6,1,7,7,0,8,0,4,43340475.57518655,694439032.8942775,297900000.0,1952.6740157134159,0.0033968956507555055
0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,2,9,2,6,7,4,0,7,3,1,6,0,6,10,2,5,34842017.60465428,637248786.7661351,438700000.0,1224.964448944244,0.003989843949589822
0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,3,7,0,2,5,4,0,4,2,1,6,4,3,9,3,0,263214310.54728258,444855192.7309254,438700000.0,6413.200161145844,0.023957745648937177
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,5,6,6,2,0,7,5,0,1,1,7,0,2,5,1009890708.799337,511291268.4499213,30700000.0,0.0,0.6058862606130857
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,7,4,7,9,2,3,7,4,0,7,5,2,7,6,7,148075170.55807722,714859041.4730432,92100000.0,4556.290559833315,0.010672021364056039
0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,3,8,1,10,7,5,5,8,6,1,7,0,6,7,2,1,59701483.96514951,739165867.2719691,182600000.0,2465.266223589989,0.004368188966534597
1,1,1,0,0,0,0,1,1,0,1,1,0,0,0,1,4,0,0,2,3,0,6,0,5,6,1,4,2,0,0,777757514.5935516,268627425.87307197,557600000.0,17785.640406297563,0.18107404234657326
0,0,0,0,1,0,1,1,1,1,1,1,0,0,0,3,9,5,7,7,3,0,7,4,0,7,5,7,7,6,0,7358837.176195994,613586365.4139007,673500000.0,325.4108993099212,0.0005447480436509488
0,0,0,0,1,0,1,1,1,1,1,1,0,1,0,3,7,1,2,4,3,0,5,2,1,1,7,0,9,0,0,110016454.68662295,421218455.0826189,929600000.0,5218.425039234047,0.007296436152006767
0,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0,4,3,2,7,3,0,6,5,1,0,6,3,5,0,4,196575058.95724747,472294649.9071888,638600000.0,0.0,0.11382275931208036
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,5,1,1,5,0,8,5,0,0,6,0,4,1,1,1740402873.3650439,415213469.23011,61400000.0,0.0,0.9360373558743666
0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,5,0,7,3,2,6,4,7,6,0,6,3030860352.9775443,289213242.1852585,230600000.0,34858.43274045094,0.2285557295162437
1,0,1,0,1,0,1,1,1,0,1,0,1,0,0,1,4,0,0,1,4,0,10,0,1,1,0,4,6,0,3,482325938.4692384,307647317.92766917,856400000.0,10943.231767153491,0.09663227473623025
1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,4,0,0,2,1,0,6,0,5,1,1,6,3,1,0,1115773068.9343033,282562437.5359374,351800000.0,24323.899138383025,0.2427886848220475
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,3,9,1,4,4,5,0,7,6,3,0,0,3,7,2,3,233304440.85812294,557779350.730333,213300000.0,12441.795630084005,0.011686497771296128
1,1,1,0,0,1,1,1,0,0,1,1,1,1,0,2,4,0,0,0,3,0,5,0,6,0,6,4,5,0,3,704562756.8769722,258659597.49371898,1287600000.0,24885.89891205551,0.06676828293699244
0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,2,7,1,7,5,4,5,9,1,0,7,6,7,7,2,6,124678708.476736,655487711.2231253,176700000.0,4599.646520719111,0.012576333719642178
0,1,1,0,0,0,1,0,1,0,0,0,0,1,0,3,4,0,0,0,3,0,4,2,4,6,1,6,5,4,0,1007864713.3916966,292154150.14876175,486700000.0,42822.937328940185,0.08111251608837389
0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,4,0,7,7,5,4,6,0,2,1,6,6,7,2,1,212289032.4758826,560865968.8476963,363800000.0,4037.2658137571893,0.05921087300469785
0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,4,3,3,0,0,4,0,5,5,0,6,2,4,7,0,1,1513857502.4526598,315402894.1454991,236500000.0,40977.13885963947,0.10216631287975808
1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,4,5,0,3,0,0,5,1,2,1,0,0,5,0,1,1110514202.5753052,309972384.46195656,199900000.0,39681.08583151488,0.11061472307606518
0,1,1,0,0,1,1,0,1,0,1,0,0,0,0,0,4,0,0,3,3,0,5,1,5,1,1,6,6,3,1,409426726.3898716,374250565.2441478,569600000.0,0.0,0.24370053317876866
0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,2,7,2,3,6,2,0,4,1,0,6,5,4,7,2,6,293648515.79648,514284530.6847264,146000000.0,9316.056657078216,0.04694766629013959
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,2,5,4,2,0,9,5,1,5,6,4,6,5,1,292817990.7350165,576337136.1587908,30700000.0,0.0,0.18586346696522163
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,2,0,6,3,0,4,3,3,7,5,4,6,2,1,986296557.3924055,474089063.8008766,0.0,17060.513275923517,0.3972252343736985
0,1,1,1,1,1,1,1,1,1,1,1,0,1,1,2,2,0,7,8,4,0,5,0,6,4,5,3,10,0,3,27762104.488615915,461606348.9982847,1790500000.0,925.8330187640188,0.004174995720343196
0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,9,1,5,7,5,6,9,1,6,6,4,2,7,5,9,12752956.749588367,769159133.9031019,419100000.0,0.0,0.0072678383227349035
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3,8,2,1,5,5,5,8,5,6,7,7,7,7,5,6,92276456.10211211,713182124.3347739,151900000.0,3608.3446488311456,0.007313619762685028
0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,7,0,0,4,2,1,6,2,0,9,6,1,7,3,0,339056196.2197319,404011875.1140487,182600000.0,6331.803670902905,0.0301847614466482
0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,1,5,0,7,3,1,6,3,1,6,0,1,589931399.8453777,363449753.9476788,199900000.0,0.0,0.3894683930658228
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,8,3,1,5,2,0,5,6,3,6,0,0,7,2,1,244178713.27116367,515517512.30490494,151900000.0,10027.43448322925,0.023630858942432074
0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,3,7,0,0,0,7,3,7,5,1,6,3,4,6,0,7,458258748.213552,433404224.5484667,176700000.0,20658.53025109422,0.034443115842270236
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,7,2,0,5,4,7,10,1,0,7,0,7,9,1,6,156760199.83442065,585280075.7252414,61400000.0,5328.6074881784225,0.011046444121708883
1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,0,7,0,3,6,2,0,5,3,6,1,1,5,4,1,4,282154054.5199212,464771791.3025271,436400000.0,0.0,0.17135808555314763
1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,3,0,0,0,3,0,6,1,1,6,2,3,2,0,0,1130038386.0026402,232243027.39599705,729100000.0,20822.677021641626,0.24414471717057415
0,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,4,0,0,8,3,0,5,1,6,6,1,3,10,0,3,18941360.477310646,414608283.09105337,1572700000.0,0.0,0.020564964999697167
0,0,1,0,1,0,1,1,1,0,1,1,0,0,0,3,7,0,0,6,4,6,5,0,2,1,0,6,8,1,6,146844714.1411595,501955763.76060456,636900000.0,7753.455936229714,0.009413575680075795
0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,4,3,0,5,4,0,5,4,4,6,1,4,7,0,1,234822086.07901973,422966101.341721,321100000.0,0.0,0.20281527265728166
1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,4,0,0,0,4,0,6,2,2,5,1,3,6,0,3,567423403.0401446,295020635.6958588,351800000.0,0.0,0.35321940250141837
1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,0,1,7,7,2,0,9,3,2,1,6,6,7,2,0,103415463.15431286,451523594.9595497,684900000.0,0.0,0.042666862251685894
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,7,7,2,5,2,1,5,1,5,5,0,0,7,0,6,356739518.1616321,566682592.2145158,61400000.0,14001.786816251913,0.028343449198951046
0,1,1,0,0,1,1,1,1,0,0,1,0,1,1,2,4,0,0,5,4,0,6,1,6,6,5,3,10,0,3,37747317.75537339,405344158.80431604,1112500000.0,1283.3698010094572,0.0038531185144249276
0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,3,4,0,0,0,3,0,6,1,0,6,2,4,5,0,3,716724636.8248993,258744710.96925002,771800000.0,29872.83233446892,0.05332217642143656
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,2,3,0,5,0,4,6,1,4,4,1,0,1154915599.9866664,316758549.38346595,115300000.0,0.0,0.8993142405874928
0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,3,2,0,7,7,3,0,5,0,1,4,1,4,5,0,3,53594295.68158872,397760530.44996697,1790500000.0,2366.962563496252,0.005580765678815061
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,6,5,0,0,5,0,10,4,0,7,2,4,6,5,0,530090953.2547362,389116352.4461154,115300000.0,18168.536407899584,0.051660658201438156
0,1,0,0,1,0,1,1,1,1,1,1,0,0,0,0,9,1,0,7,3,0,7,4,1,6,5,4,7,6,7,10179918.81455749,564055021.8744531,758100000.0,0.0,0.0055068073692143855
0,1,1,0,0,1,1,1,1,0,0,0,1,0,0,3,5,0,0,0,5,0,6,1,1,6,2,3,5,0,0,850623631.7806151,264589877.16885677,735200000.0,39301.513574755925,0.06629266733583444
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,1,0,6,3,1,4,1,3,4,1,2,2089008770.2084365,337346386.60487074,84600000.0,29139.682985726995,0.451687935046805
0,1,0,0,0,0,1,1,1,0,1,1,1,0,0,3,7,0,0,0,0,0,5,1,6,0,2,2,5,0,0,986978792.1859983,211212643.24060884,675200000.0,44416.46713491023,0.07002463470351221
1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,4,1,0,3,3,0,6,5,5,6,2,5,5,0,1,448802673.64556503,396643364.1956436,351800000.0,0.0,0.29158108675447497
1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,7,0,0,2,2,1,5,5,5,6,1,0,7,0,1,486830369.7237375,399851307.28217435,267200000.0,10167.56545076179,0.11356120948624632
1,1,1,0,0,1,1,1,1,0,1,1,1,0,0,3,4,0,0,5,3,0,5,1,1,6,0,7,5,0,3,128300230.53618531,344111585.8788156,1062200000.0,5898.413607269852,0.010729217825336609
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,2,7,3,0,5,4,1,3,1,4,6,6,1,755955929.250444,548668478.3431058,0.0,27636.258113576027,0.09555408841883302
0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,2,7,0,0,0,0,0,7,0,2,6,4,6,6,0,7,959140101.247333,266804506.87212038,267200000.0,33672.43027233667,0.08948705304357618
0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,1,3,0,5,4,0,6,1,6,5,6,0,1098574958.6099122,310606920.6930196,199900000.0,0.0,0.728723094708865
1,0,1,0,1,1,1,1,0,0,1,1,1,1,0,1,4,0,1,0,3,0,5,2,0,1,4,7,5,0,0,707546750.7586945,258004834.42178297,1420800000.0,15083.60736641519,0.15961468590389014
0,1,1,0,0,1,1,1,1,1,1,0,0,1,0,1,4,1,0,8,3,0,5,3,7,6,2,4,4,6,0,85817083.34192488,445004425.5543249,977600000.0,1966.200941068007,0.022889195024669462
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8,8,3,7,4,3,4,5,1,6,4,7,6,6,1,213016951.87848648,716814529.1917065,61400000.0,0.0,0.20882805327830273
0,1,1,0,0,1,1,1,1,0,1,1,1,1,0,3,4,0,0,8,3,0,5,1,7,6,1,3,5,0,3,112059745.24976218,389993440.191776,1233700000.0,5191.007733492472,0.010227742428025545
0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,8,2,0,6,3,0,6,4,0,6,5,4,6,6,6,28110455.9319499,503291662.4750949,419100000.0,0.0,0.01758221048143971
0,0,1,0,1,0,1,1,0,1,0,1,0,0,1,2,7,6,0,8,4,3,10,0,9,9,4,4,9,7,2,4599511.112849456,675081891.7310675,862300000.0,150.31192086187573,0.0004967124871102307
1,1,0,0,0,0,0,1,0,0,1,1,1,0,0,3,4,0,0,0,3,0,5,6,0,1,5,4,6,0,2,872237524.8146441,265272069.97733682,698400000.0,36930.299315040575,0.0660992348341457
0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,3,8,1,4,7,7,0,6,6,7,7,4,1,7,2,7,45626041.86238058,645476003.2509326,303800000.0,1486.5832909030205,0.005118605289771526
1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,4,1,0,7,5,1,10,2,0,6,2,0,7,0,3,31689780.438994404,470347385.6731794,1233700000.0,0.0,0.020507337340860483
0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,3,7,0,0,6,0,0,7,0,2,6,3,6,6,0,6,149506438.06188375,325953131.62113863,485000000.0,6748.976289846874,0.01236026226546429
0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,7,2,0,5,0,0,10,6,0,6,3,0,6,1,5,243712311.39215383,403068646.10512656,369700000.0,5003.974895261279,0.058585374738763775
1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,5,7,4,6,2,7,8,2,0,5,4,6,6,6,6,107416511.1429504,676213241.713107,230600000.0,0.0,0.06157789754000262
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,5,0,8,2,2,4,2,7,2,3,0,2008907689.5260234,346535966.2386698,84600000.0,27458.544418580193,0.4079842155393991
0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,7,2,0,7,2,0,10,7,1,4,0,3,6,0,0,307802036.59450364,430439083.5335494,279200000.0,7550.3403918209115,0.06106444633109748
0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,1,6,1,6,6,4,0,6,1,6,7,3,2,5,5,9,28577597.714159634,594414560.1811246,624900000.0,640.3234074010543,0.006794756029651904
1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,8,0,0,0,3,1,5,0,5,0,1,0,6,0,2,684095630.9274893,309640623.6736366,729100000.0,15278.496542826451,0.14409363278069529
