0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,5,2,5,1,0,0,26505648.12148858,137354567.0562701,61400000.0,0.0,0.02674705700137139
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,5,0,3,0,0,0,188952803.09621403,43236435.33410785,0.0,2103.916178286428,0.055285658708134545
0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,5,1,0,0,0,0,19535781.285866607,61770476.92282794,236500000.0,0.0,0.019924016734928413
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,3,0,0,1,3,0,3,1,2,4,0,0,4426563.826971208,183070269.75834882,30700000.0,0.0,0.008710950483612347
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,5,0,2,6,4,1,0,0,48503797.40261309,158636037.56365508,0.0,0.0,0.049559640259630805
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,5,0,3,5,2,1,0,0,74297818.91731998,116819840.43007855,0.0,2017.5999700089183,0.0359153056805021
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,3,0,5,0,5,6,0,0,28334590.88910969,125889335.02101423,30700000.0,797.4489357837797,0.011888522283443158
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,2,0,0,2,5,0,0,0,0,69038271.46721254,78593256.56272069,0.0,4253.356475884011,0.008808820916306045
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,4,2,1,0,0,161544302.2284493,77688345.13224243,61400000.0,1310.966182075403,0.04517537749217345
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,3,2,0,2,7,3,1,0,0,34071711.90675478,178717480.96736935,0.0,1024.9221448780715,0.012537819198842804
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,2,0,3,6,0,0,0,0,66614958.77565037,68251234.86420286,84600000.0,3330.071994645939,0.010288393287144386
0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,2,3,0,4,2,0,7,0,0,0.0,158166050.76301458,236500000.0,0.0,0.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,177568984.88614324,24843241.294171907,30700000.0,3556.3909073221275,0.01809865132687438
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,2,1,1,0,0,0,91197323.94457617,77976324.21936737,0.0,2590.8653206691215,0.04189881964629572
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,3,0,2,3,1,6,0,0,14322910.638971064,130613395.44795191,61400000.0,409.31731204653624,0.00563308853050878
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,3,2,0,0,0,0,171182598.73947206,45361491.810008466,30700000.0,2610.995370207266,0.02075580478124152
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,3,0,2,1,0,7,0,0,57110163.08180146,145901442.0568091,0.0,0.0,0.06651115712744782
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,3,2,0,4,2,2,6,0,0,48503797.40261309,148737201.58116826,0.0,1404.4359183699362,0.017841470493467092
0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,3,2,0,4,0,0,1,0,0,6800825.496555713,83449277.11444253,400400000.0,0.0,0.006952871607003844
0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,70068307.59017506,12857587.774250694,205800000.0,3775.7761566879017,0.012810489614485275
0,0,1,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,2,3,1,0,0,6764779.602379035,55474300.18919504,388400000.0,196.1519074238497,0.0024765619229293713
0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,3,0,0,0,155226011.05154023,24843241.294171907,182600000.0,2325.0301183519155,0.014294140899779664
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,2,1,1,1,0,1,30713306.401400816,125007550.5958696,30700000.0,853.6322263241096,0.013565803889951005
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,5,0,7,1,0,0,0,0,66614958.77565037,117517965.82437208,0.0,2005.8786603043775,0.024692143889146523
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,1,0,0,0,0,1,5,0,0,2,1,0,4,0,0,9390995.328911187,147207772.03864753,61400000.0,561.210510945268,0.0011488374515847845
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,2,0,3,2,2,1,0,0,57110163.08180146,126193195.12528938,0.0,1606.5388507494404,0.02394401656588121
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,4,1,2,1,0,0,33906499.4747364,103630033.42350549,30700000.0,929.4172274748935,0.015806815142772757
0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,3,0,0,3,2,0,4,1,3,7,0,0,0.0,167678170.71536335,146000000.0,0.0,0.0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,174375791.81280765,35743850.692857295,30700000.0,1648.525741793278,0.052054942727801395
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,3,3,0,4,0,3,7,0,0,0.0,195058139.34668922,30700000.0,0.0,0.0
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,3,0,0,2,0,0,0,0,68867147.02017455,55379920.586156115,84600000.0,4318.443883474485,0.00837142343625501
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,2,3,1,0,0,73852651.15682891,82575356.47450757,61400000.0,0.0,0.06416110332675286
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,84557406.03795198,39642595.51689799,115300000.0,5561.211746398414,0.01063416873358129
0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,5,1,2,0,0,0,1866153.7136682365,139747883.2578897,273100000.0,53.78246132464866,0.0006971813442428798
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,172500562.4869424,21068617.1353041,61400000.0,1682.6792073501588,0.04905389303258626
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,2,0,0,5,2,2,6,0,0,23952040.059628546,133751421.6777767,30700000.0,693.5722893628308,0.008808870227367482
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,1,1,3,0,0,57110163.08180146,96759104.2686017,84600000.0,0.0,0.06651115712744782
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,3,0,2,2,2,1,0,0,49715453.74839418,129340566.1056738,0.0,1432.6133096441745,0.0187086299233529
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,2,0,3,0,0,5,0,0,49715453.74839418,123701491.85450846,0.0,2378.3619398389615,0.007795262468063708
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,2,2,1,1,0,0,28334590.88910969,102303791.14167292,30700000.0,0.0,0.03302367300956433
0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,30006825.621018715,32369294.305695508,279200000.0,1881.1281094375624,0.004019769016786606
0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,3,0,0,2,2,0,4,2,1,3,0,0,0.0,149885335.32494518,267200000.0,0.0,0.0
0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,6764779.602379035,15173808.632728375,521600000.0,404.56330906169006,0.0008255206409764574
0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,6,3,1,0,1,1817446.9951011774,115478670.279947,334500000.0,87.64225464206875,0.0002755881111291085
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,3,0,0,3,0,3,0,0,0,80174855.20847082,74696278.54572007,30700000.0,5346.966163155206,0.009607618048222733
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,1,0,1,0,0,28334590.88910969,64679809.60307171,115300000.0,1644.7384300540457,0.003962840761147718
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,6,0,3,6,0,0,0,0,74009668.10905766,107840637.86510521,0.0,2179.8042014096436,0.02992753053167484
0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,3,1,0,0,0,1,0,1,0,0,2,5,2,0,0,0,5641053.667843732,119685813.43080077,273100000.0,336.5920385135781,0.000693670482830689
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,1,0,0,0,3,0,0,3,0,3,6,0,3,0,0,2248918.885096898,157461886.7917623,92100000.0,134.6023578989276,0.0002737028883481515
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,3,6,3,3,0,0,16657028.971991157,106456085.2369304,61400000.0,772.5190312342025,0.0030222220348970247
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,1,2,0,1,0,0,130745887.44011948,81232143.72446874,30700000.0,2464.681092016101,0.017588851994005672
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,2,3,0,0,0,0,84557406.03795198,42776458.40589846,115300000.0,2696.3450891628668,0.03190250620074388
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3,0,0,2,2,0,3,2,5,6,0,0,4509075.298277202,196344530.20640185,0.0,104.36317798164748,0.003241469648325772
0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,2,3,1,0,0,1817446.9951011774,82575356.47450757,419100000.0,52.7915698549873,0.0006614114667098604
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,2,0,1,0,0,0,74009668.10905766,59416422.85729316,84600000.0,0.0,0.08313202925465232
0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,2,1,0,7,0,0,14322910.638971064,82483781.30141652,146000000.0,679.5306938272573,0.0023471202210453256
0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,4,5,3,0,0,0,6764779.602379035,54093826.35148899,521600000.0,196.1519074238497,0.0024765619229293713
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,3,0,3,1,0,2,5,0,5,0,0,7984013.353209515,183034680.9458282,30700000.0,383.81279033750394,0.0012234541982454837
0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2,3,1,0,3,6710710.761114014,86862963.8464581,297900000.0,0.0,0.006769039276503755
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,3,0,0,0,87762696.54914683,68057256.90183358,30700000.0,0.0,0.08916912803132922
0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,2,3,0,0,0,1817446.9951011774,57538142.38833384,334500000.0,108.88261282591131,0.00022047048890328676
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,4,1,0,0,0,0,66614958.77565037,64973084.858604535,84600000.0,2005.8786603043775,0.024692143889146523
0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,5,2,2,3,1,0,0,6710710.761114014,111373753.60511652,213300000.0,0.0,0.006769039276503755
0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,2,0,3,7,0,0,4497837.770193796,123009746.8118571,176700000.0,0.0,0.004561714805802525
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,1,5,7,0,0,0,167989405.66613647,55514202.90631431,30700000.0,2485.180426890535,0.019822050092565786
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,3,0,1,0,0,0,93322507.69691426,48139464.15969854,30700000.0,2904.0983820047645,0.038061810312895225
0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,5,0,1,0,2,0,0,0,0,7291774.161119298,92838148.94872044,303800000.0,216.64467132959953,0.0025758902018071807
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,2,0,2,5,0,7,0,0,23952040.059628546,144775517.43222022,30700000.0,1151.4383710125119,0.003670362594736451
0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,155226011.05154023,13903423.98391871,182600000.0,1127.2873301100196,0.04288242269933899
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,1,3,0,0,0,177568984.88614324,25113995.726980142,30700000.0,1724.3107429440618,0.054295953980623146
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,0,0,0,167989405.66613647,41382678.30116474,30700000.0,0.0,0.13214700061710524
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,2,0,0,3,0,3,0,0,0,80174855.20847082,72666064.29316244,30700000.0,4303.902688145762,0.012009522560278419
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,188952803.09621403,31530112.67088316,0.0,3492.8295928583284,0.023035691128389393
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,3,0,0,0,4,0,2,6,0,7,0,0,12637437.704277616,171927908.5862735,30700000.0,496.6985605634841,0.0037043945600536044
0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1,3,0,0,0,150294842.72460598,28887426.50547571,213300000.0,984.2558393199363,0.04107914317890226
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,6,3,0,0,0,167989405.66613647,52153085.612562835,30700000.0,1496.9557394917101,0.04757292022215789
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,1,3,0,0,1,0,0,1,0,159140200.1842011,124524901.51131774,0.0,2016.7480781223107,0.019411045793187715
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,3,0,1,2,0,2,2,0,6,0,0,24774298.146726064,179209680.81538966,0.0,1382.3869919120582,0.004016567634523273
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,2,0,7,0,0,161544302.2284493,63935671.35527306,61400000.0,2176.4087007111184,0.018823073955072274
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,1,0,0,0,0,3,0,1,2,0,0,0,0,141911081.92025018,70796357.52944203,30700000.0,3996.942761059662,0.01452130314971658
1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,1,3,0,0,0,18596529.316608462,23442172.60850419,351800000.0,987.8719996428306,0.0027937588048915782
0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,32593421.26015805,13903423.98391871,236500000.0,0.0,0.04526800364396715
0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,32271577.250630144,30518832.761027623,339000000.0,1925.468096162262,0.003969217265900643
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,91222399.4674344,35473096.26004907,84600000.0,5329.520761472843,0.014044207558834359
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,6,3,1,0,0,30006825.621018715,89585913.1655778,61400000.0,1514.165618391977,0.005024711270983258
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,5,0,0,0,0,90129314.62357868,39469522.75413555,115300000.0,4695.4421361833665,0.014925332941697284
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,3,0,0,2,1,0,1,0,0,26505648.12148858,96022382.93661253,61400000.0,1374.6831122815593,0.00401205855020571
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,91197323.94457617,38290267.756276876,84600000.0,0.0,0.11638561012859924
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,2,0,0,0,0,0,188952803.09621403,31530112.67088316,0.0,4339.3271177157585,0.018428552902711514
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,7,1,3,0,0,6746756.655290693,132014112.35049085,92100000.0,0.0,0.006842572208703788
0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28947517.38530093,25037214.086173728,146000000.0,1930.8250992138014,0.0032067534625706048
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,2,0,0,5,2,0,3,0,0,26397739.409873184,195100326.6943313,0.0,0.0,0.036936820993591794
0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,2,0,3,7,0,0,6746756.655290693,117459525.95425498,176700000.0,0.0,0.006842572208703788
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,110662243.5474771,27631367.846842468,84600000.0,6358.653466542223,0.01817534607024749
0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,18596529.316608462,14092235.304915495,400400000.0,0.0,0.018625058699277185
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,1,1,3,1,0,0,37099692.54807198,89227306.15887095,30700000.0,2073.2295965404596,0.006015942131864835
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,2,1,0,0,0,0,65403302.429869294,62809102.97101925,84600000.0,0.0,0.06618051238683531
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,177805178.78070247,11068771.68625446,151900000.0,2885.049662278553,0.022589804235442913
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,1,0,0,0,0,65403302.429869294,81934101.17127429,0.0,0.0,0.06618051238683531
0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,1,0,0,37099692.54807198,49880455.380345635,115300000.0,0.0,0.050132851098873644
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,177568984.88614324,19742157.81013341,30700000.0,2862.625256840728,0.022623314158592978
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,171182598.73947206,39642595.51689799,30700000.0,1572.740740642494,0.049813931474979645
0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,30006825.621018715,39129449.39108922,146000000.0,912.062113666697,0.012059307050359817
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,3,1,0,3,2,0,1,1,0,48503797.40261309,146838136.29556122,0.0,2331.5830676063392,0.007433946038944622
0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,18596529.316608462,34391522.93223618,267200000.0,0.0,0.018625058699277185
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,177681572.1471122,46787136.39907743,0.0,0.0,0.23371514490064801
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,4,0,0,0,0,208459862.8952616,40545321.24432606,0.0,2567.307640939264,0.06896356462274582
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,1,0,1,2,0,0,0,0,65403302.429869294,60553593.30537553,84600000.0,4079.0088673746623,0.007941661486420238
0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,1,0,0,6800825.496555713,39129449.39108922,400400000.0,196.88522656557777,0.0025030337785213836
0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,55840630.93101942,46120604.76001778,115300000.0,3378.7207019885823,0.008239718122676026
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,2,0,0,1,0,48107881.50579583,65064195.39985744,92100000.0,3305.4817771591615,0.005535677323243546
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,170299123.86029923,33236589.885058213,61400000.0,1615.387621635673,0.04803303460133526
1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,32570918.131620057,8453407.696608048,492600000.0,1456.2431624069338,0.006778208788160377
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,2,1,3,1,0,0,30006825.621018715,90770892.34905422,61400000.0,1881.1281094375624,0.004019769016786606
0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,9453250.928172473,40481777.15171034,297900000.0,299.55860498269556,0.0029689620732845116
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,93322507.69691426,14092235.304915495,115300000.0,5989.702912884828,0.012687270104298407
