Expected Annual Damage 0,Dike Investment Costs 0,Expected Number of Deaths 0,RfR Total Costs 0,Expected Evacuation Costs 0,Expected Annual Damage 1,Dike Investment Costs 1,Expected Number of Deaths 1,RfR Total Costs 1,Expected Evacuation Costs 1,Expected Annual Damage 2,Dike Investment Costs 2,Expected Number of Deaths 2,RfR Total Costs 2,Expected Evacuation Costs 2
639808938.5127141,0,0.31959871826139696,0.0,0.0,493300826.043486,0,0.31959871826139696,0.0,0.0,493300826.043486,0,0.31959871826139696,0.0,0.0
293631949.941511,0,0.23131031924187018,0.0,0.0,147869570.85499346,0,0.23131031924187018,0.0,0.0,180359553.79962838,0,0.23131031924187018,0.0,0.0
253887645.78559092,0,0.16717042986419092,0.0,0.0,127854810.19752117,0,0.16717042986419092,0.0,0.0,253887645.78559092,0,0.16717042986419092,0.0,0.0
604233579.0822083,0,0.7433840407793512,0.0,0.0,394656100.49206877,0,0.7433840407793512,0.0,0.0,481370154.6402173,0,0.7433840407793512,0.0,0.0
50886680.446663216,0,0.07818279543462227,0.0,0.0,63874838.84803992,0,0.07818279543462227,0.0,0.0,63874838.84803992,0,0.07818279543462227,0.0,0.0
65626136.26313181,0,0.05624795349254986,0.0,0.0,85116801.68462501,0,0.05624795349254986,0.0,0.0,65626136.26313181,0,0.05624795349254986,0.0,0.0
329162017.5610116,0,0.3281542046670266,0.0,0.0,503959634.0227047,0,0.3281542046670266,0.0,0.0,329162017.5610116,0,0.3281542046670266,0.0,0.0
427465998.51588196,0,0.35317529425485816,0.0,0.0,695930279.453664,0,0.35317529425485816,0.0,0.0,695930279.453664,0,0.35317529425485816,0.0,0.0
492426289.64916724,0,0.5096564066908689,0.0,0.0,618111647.6805139,0,0.5096564066908689,0.0,0.0,492426289.64916724,0,0.5096564066908689,0.0,0.0
238546446.7542644,0,0.15597811397728162,0.0,0.0,120129164.13749549,0,0.15597811397728162,0.0,0.0,120129164.13749549,0,0.15597811397728162,0.0,0.0
563726783.9534502,0,0.6392736005287315,0.0,0.0,563726783.9534502,0,0.6392736005287315,0.0,0.0,563726783.9534502,0,0.6392736005287315,0.0,0.0
149247455.7196736,0,0.12574121083879045,0.0,0.0,149247455.7196736,0,0.12574121083879045,0.0,0.0,149247455.7196736,0,0.12574121083879045,0.0,0.0
116161628.64949651,0,0.1724660041131021,0.0,0.0,141684725.19884783,0,0.1724660041131021,0.0,0.0,116161628.64949651,0,0.1724660041131021,0.0,0.0
173819086.8193484,0,0.2642957984631315,0.0,0.0,113530206.4797747,0,0.2642957984631315,0.0,0.0,173819086.8193484,0,0.2642957984631315,0.0,0.0
310575604.83909404,0,0.24420160230305774,0.0,0.0,310575604.83909404,0,0.24420160230305774,0.0,0.0,310575604.83909404,0,0.24420160230305774,0.0,0.0
655165880.3277354,0,0.33231271554289393,0.0,0.0,505141223.4290895,0,0.33231271554289393,0.0,0.0,402427003.8195388,0,0.33231271554289393,0.0,0.0
872685646.900275,0,0.6060150513031084,0.0,0.0,536035652.5017998,0,0.6060150513031084,0.0,0.0,536035652.5017998,0,0.6060150513031084,0.0,0.0
25952359.43639948,0,0.0346087251151721,0.0,0.0,39734054.55618623,0,0.0346087251151721,0.0,0.0,25952359.43639948,0,0.0346087251151721,0.0,0.0
62708488.44512505,0,0.04774038406493557,0.0,0.0,40958146.60796584,0,0.04774038406493557,0.0,0.0,81332625.67104527,0,0.04774038406493557,0.0,0.0
249213569.11787525,0,0.17374348623780111,0.0,0.0,192146830.25978118,0,0.17374348623780111,0.0,0.0,249213569.11787525,0,0.17374348623780111,0.0,0.0
584393154.7253956,0,0.39835899013532966,0.0,0.0,465564035.16689515,0,0.39835899013532966,0.0,0.0,381697296.513215,0,0.39835899013532966,0.0,0.0
554200298.2715127,0,0.792898638022421,0.0,0.0,454366616.8311781,0,0.792898638022421,0.0,0.0,554200298.2715127,0,0.792898638022421,0.0,0.0
293199921.5071611,0,0.2519441044315687,0.0,0.0,233581344.10666278,0,0.2519441044315687,0.0,0.0,380278971.0613034,0,0.2519441044315687,0.0,0.0
518775844.3579005,0,0.6907613796441866,0.0,0.0,413289193.23134166,0,0.6907613796441866,0.0,0.0,413289193.23134166,0,0.6907613796441866,0.0,0.0
132405564.0119546,0,0.16995355817160243,0.0,0.0,161497786.9192742,0,0.16995355817160243,0.0,0.0,262924303.62201774,0,0.16995355817160243,0.0,0.0
444543843.3670002,0,0.3597482752774248,0.0,0.0,576571352.6738144,0,0.3597482752774248,0.0,0.0,444543843.3670002,0,0.3597482752774248,0.0,0.0
444255467.92938733,0,0.39999401505225185,0.0,0.0,723264149.7062366,0,0.39999401505225185,0.0,0.0,364227256.10467887,0,0.39999401505225185,0.0,0.0
761697961.0521786,0,0.6420037582134209,0.0,0.0,467862929.8099967,0,0.6420037582134209,0.0,0.0,383582068.11058724,0,0.6420037582134209,0.0,0.0
130022540.12506363,0,0.1868164244982647,0.0,0.0,199069480.19597661,0,0.1868164244982647,0.0,0.0,199069480.19597661,0,0.1868164244982647,0.0,0.0
207458383.66914105,0,0.17628209283876317,0.0,0.0,207458383.66914105,0,0.17628209283876317,0.0,0.0,165274287.43684086,0,0.17628209283876317,0.0,0.0
519586473.73096913,0,0.6726817827019196,0.0,0.0,413934991.1482045,0,0.6726817827019196,0.0,0.0,413934991.1482045,0,0.6726817827019196,0.0,0.0
208318962.386804,0,0.10771005449913826,0.0,0.0,127957176.0211027,0,0.10771005449913826,0.0,0.0,160616568.54125088,0,0.10771005449913826,0.0,0.0
71427946.43297386,0,0.12008687792842909,0.0,0.0,141838020.2915402,0,0.12008687792842909,0.0,0.0,87122133.87099226,0,0.12008687792842909,0.0,0.0
191726621.3677206,0,0.20172343414876737,0.0,0.0,191726621.3677206,0,0.20172343414876737,0.0,0.0,147823662.6626056,0,0.20172343414876737,0.0,0.0
528751110.97312325,0,0.34855615520608463,0.0,0.0,345354609.22987026,0,0.34855615520608463,0.0,0.0,528751110.97312325,0,0.34855615520608463,0.0,0.0
652222328.1781253,0,0.33085369912247703,0.0,0.0,328451436.53119123,0,0.33085369912247703,0.0,0.0,652222328.1781253,0,0.33085369912247703,0.0,0.0
547776766.1181962,0,0.8654762288499622,0.0,0.0,547776766.1181962,0,0.8654762288499622,0.0,0.0,547776766.1181962,0,0.8654762288499622,0.0,0.0
510534884.69858176,0,0.34126997922439756,0.0,0.0,662161434.5805206,0,0.34126997922439756,0.0,0.0,333456652.75066966,0,0.34126997922439756,0.0,0.0
111905115.47605355,0,0.146896851189078,0.0,0.0,136492968.62401304,0,0.146896851189078,0.0,0.0,222215544.9269969,0,0.146896851189078,0.0,0.0
328687073.30966794,0,0.6291381767006876,0.0,0.0,535114576.54030335,0,0.6291381767006876,0.0,0.0,412580141.89183795,0,0.6291381767006876,0.0,0.0
698366321.2061322,0,0.38727845373785297,0.0,0.0,428962305.043833,0,0.38727845373785297,0.0,0.0,351689004.67711794,0,0.38727845373785297,0.0,0.0
330359701.69847757,0,0.3292279595019419,0.0,0.0,402946515.9545611,0,0.3292279595019419,0.0,0.0,402946515.9545611,0,0.3292279595019419,0.0,0.0
222777302.45718744,0,0.42993033977928613,0.0,0.0,279638289.7950851,0,0.42993033977928613,0.0,0.0,222777302.45718744,0,0.42993033977928613,0.0,0.0
384777621.9184082,0,0.599377179187396,0.0,0.0,499054833.9794618,0,0.599377179187396,0.0,0.0,384777621.9184082,0,0.599377179187396,0.0,0.0
318284051.223717,0,0.3230661584180408,0.0,0.0,388217596.9560479,0,0.3230661584180408,0.0,0.0,487305051.6535886,0,0.3230661584180408,0.0,0.0
550516358.4001257,0,0.37579827846127334,0.0,0.0,359570614.3860768,0,0.37579827846127334,0.0,0.0,359570614.3860768,0,0.37579827846127334,0.0,0.0
174334359.02700526,0,0.3053843512623308,0.0,0.0,212639199.6963929,0,0.3053843512623308,0.0,0.0,212639199.6963929,0,0.3053843512623308,0.0,0.0
648348518.7158847,0,0.3249072727600363,0.0,0.0,499884950.9512766,0,0.3249072727600363,0.0,0.0,648348518.7158847,0,0.3249072727600363,0.0,0.0
273744565.41055024,0,0.34656015521437744,0.0,0.0,273744565.41055024,0,0.34656015521437744,0.0,0.0,224432199.78307664,0,0.34656015521437744,0.0,0.0
330544481.52093756,0,0.32985551135855484,0.0,0.0,656378591.5533478,0,0.32985551135855484,0.0,0.0,403171895.7006261,0,0.32985551135855484,0.0,0.0
654930974.6760862,0,0.3290417175638989,0.0,0.0,329815478.81382143,0,0.3290417175638989,0.0,0.0,402282716.12017596,0,0.3290417175638989,0.0,0.0
219519734.7834238,0,0.17936826459933974,0.0,0.0,174883111.99086702,0,0.17936826459933974,0.0,0.0,174883111.99086702,0,0.17936826459933974,0.0,0.0
372411247.4271187,0,0.3392503423605859,0.0,0.0,606299131.1436739,0,0.3392503423605859,0.0,0.0,305325058.63148975,0,0.3392503423605859,0.0,0.0
405415741.1782396,0,0.3289606931532064,0.0,0.0,660031654.0558814,0,0.3289606931532064,0.0,0.0,332384120.51343715,0,0.3289606931532064,0.0,0.0
186505094.15662602,0,0.18759909682773157,0.0,0.0,152908053.1317398,0,0.18759909682773157,0.0,0.0,303637114.40579116,0,0.18759909682773157,0.0,0.0
151178767.40925893,0,0.11156025329146455,0.0,0.0,151178767.40925893,0,0.11156025329146455,0.0,0.0,116560751.74032831,0,0.11156025329146455,0.0,0.0
50060422.90551319,0,0.05200104339511668,0.0,0.0,61059726.39301908,0,0.05200104339511668,0.0,0.0,50060422.90551319,0,0.05200104339511668,0.0,0.0
171057677.51600286,0,0.14655108785314713,0.0,0.0,136275214.63363057,0,0.14655108785314713,0.0,0.0,136275214.63363057,0,0.14655108785314713,0.0,0.0
26479615.63516766,0,0.027679692905399664,0.0,0.0,26479615.63516766,0,0.027679692905399664,0.0,0.0,52581887.725100085,0,0.027679692905399664,0.0,0.0
725421456.1185269,0,0.7161299447534016,0.0,0.0,445580564.9496786,0,0.7161299447534016,0.0,0.0,445580564.9496786,0,0.7161299447534016,0.0,0.0
285776207.4490979,0,0.5942585346555959,0.0,0.0,358716839.7936264,0,0.5942585346555959,0.0,0.0,285776207.4490979,0,0.5942585346555959,0.0,0.0
258427729.30056128,0,0.3099999989957244,0.0,0.0,130141142.46190257,0,0.3099999989957244,0.0,0.0,130141142.46190257,0,0.3099999989957244,0.0,0.0
235808211.17144176,0,0.5853431549043867,0.0,0.0,235808211.17144176,0,0.5853431549043867,0.0,0.0,287620120.2401307,0,0.5853431549043867,0.0,0.0
329551118.42175615,0,0.32881296541556315,0.0,0.0,329551118.42175615,0,0.32881296541556315,0.0,0.0,329551118.42175615,0,0.32881296541556315,0.0,0.0
172991437.43694752,0,0.11343184407464138,0.0,0.0,106257709.60380533,0,0.11343184407464138,0.0,0.0,87116438.18217075,0,0.11343184407464138,0.0,0.0
544323525.3803431,0,0.6148782261008027,0.0,0.0,446269046.51631695,0,0.6148782261008027,0.0,0.0,544323525.3803431,0,0.6148782261008027,0.0,0.0
420775294.8079388,0,0.697041684849023,0.0,0.0,528172675.2694079,0,0.697041684849023,0.0,0.0,344976803.0517356,0,0.697041684849023,0.0,0.0
710953804.8837906,0,0.4035833148116053,0.0,0.0,548154422.5424477,0,0.4035833148116053,0.0,0.0,548154422.5424477,0,0.4035833148116053,0.0,0.0
340704609.52277005,0,0.35678945390195593,0.0,0.0,676554062.271113,0,0.35678945390195593,0.0,0.0,676554062.271113,0,0.35678945390195593,0.0,0.0
439700747.5055455,0,0.4654900904192594,0.0,0.0,439700747.5055455,0,0.4654900904192594,0.0,0.0,673198655.8908834,0,0.4654900904192594,0.0,0.0
504685524.0109378,0,0.6830177959737771,0.0,0.0,402063965.2414473,0,0.6830177959737771,0.0,0.0,504685524.0109378,0,0.6830177959737771,0.0,0.0
676714395.6619357,0,0.3408990262627917,0.0,0.0,415662895.2526576,0,0.3408990262627917,0.0,0.0,340785351.5186578,0,0.3408990262627917,0.0,0.0
271090501.1553166,0,0.28511879444411026,0.0,0.0,340282799.3993401,0,0.28511879444411026,0.0,0.0,340282799.3993401,0,0.28511879444411026,0.0,0.0
858141844.2989609,0,0.5747864663999873,0.0,0.0,858141844.2989609,0,0.5747864663999873,0.0,0.0,527102313.50975406,0,0.5747864663999873,0.0,0.0
303366832.64323187,0,0.18569565130197452,0.0,0.0,233899684.93559638,0,0.18569565130197452,0.0,0.0,186339077.14756045,0,0.18569565130197452,0.0,0.0
466868343.84056807,0,0.5918231927909422,0.0,0.0,235109366.2090848,0,0.5918231927909422,0.0,0.0,286767724.6806047,0,0.5918231927909422,0.0,0.0
419579547.23338586,0,0.3421066377316289,0.0,0.0,419579547.23338586,0,0.3421066377316289,0.0,0.0,683090848.3317022,0,0.3421066377316289,0.0,0.0
152460857.55143628,0,0.13247950108391243,0.0,0.0,121459827.98173824,0,0.13247950108391243,0.0,0.0,197741042.14884004,0,0.13247950108391243,0.0,0.0
73209532.18471527,0,0.0846763384751966,0.0,0.0,112086592.85831466,0,0.0846763384751966,0.0,0.0,112086592.85831466,0,0.0846763384751966,0.0,0.0
596540792.3293087,0,0.6574754026751538,0.0,0.0,596540792.3293087,0,0.6574754026751538,0.0,0.0,366417316.47125685,0,0.6574754026751538,0.0,0.0
410896669.0906172,0,0.7047804259959296,0.0,0.0,336877713.67895806,0,0.7047804259959296,0.0,0.0,410896669.0906172,0,0.7047804259959296,0.0,0.0
119145978.41282901,0,0.26780156277175177,0.0,0.0,236594086.03651005,0,0.26780156277175177,0.0,0.0,182417048.36153162,0,0.26780156277175177,0.0,0.0
271545032.172355,0,0.6357668742530299,0.0,0.0,415745826.472516,0,0.6357668742530299,0.0,0.0,415745826.472516,0,0.6357668742530299,0.0,0.0
65520732.55039177,0,0.08981994330594366,0.0,0.0,100314746.64562288,0,0.08981994330594366,0.0,0.0,130107772.3369755,0,0.08981994330594366,0.0,0.0
347140553.5655956,0,0.5767642087206981,0.0,0.0,450239726.6854377,0,0.5767642087206981,0.0,0.0,347140553.5655956,0,0.5767642087206981,0.0,0.0
209019295.8718176,0,0.10448763253704418,0.0,0.0,105259640.80930267,0,0.10448763253704418,0.0,0.0,128387346.63057877,0,0.10448763253704418,0.0,0.0
520277030.23412454,0,0.4476355164969728,0.0,0.0,520277030.23412454,0,0.4476355164969728,0.0,0.0,426554288.72872394,0,0.4476355164969728,0.0,0.0
471834754.2002007,0,0.5936616083881653,0.0,0.0,237610391.62105024,0,0.5936616083881653,0.0,0.0,471834754.2002007,0,0.5936616083881653,0.0,0.0
797296531.1274687,0,0.4193383227128013,0.0,0.0,614725762.2268598,0,0.4193383227128013,0.0,0.0,614725762.2268598,0,0.4193383227128013,0.0,0.0
503080879.29929024,0,0.32744807415231536,0.0,0.0,652493623.3172807,0,0.32744807415231536,0.0,0.0,503080879.29929024,0,0.32744807415231536,0.0,0.0
241197189.11587346,0,0.15577273083785664,0.0,0.0,121464046.58314338,0,0.15577273083785664,0.0,0.0,148152193.29956698,0,0.15577273083785664,0.0,0.0
117952100.50044025,0,0.15434909351913612,0.0,0.0,117952100.50044025,0,0.15434909351913612,0.0,0.0,117952100.50044025,0,0.15434909351913612,0.0,0.0
814773722.2036524,0,0.8223810497637905,0.0,0.0,649099563.8635242,0,0.8223810497637905,0.0,0.0,814773722.2036524,0,0.8223810497637905,0.0,0.0
102095894.73939668,0,0.13227788875789834,0.0,0.0,66684092.19378559,0,0.13227788875789834,0.0,0.0,102095894.73939668,0,0.13227788875789834,0.0,0.0
658021629.6708448,0,0.4677149658291357,0.0,0.0,658021629.6708448,0,0.4677149658291357,0.0,0.0,524221070.4548864,0,0.4677149658291357,0.0,0.0
46360170.494894624,0,0.05355253835104937,0.0,0.0,60128931.288252525,0,0.05355253835104937,0.0,0.0,30280217.351464495,0,0.05355253835104937,0.0,0.0
323187117.10479355,0,0.32081108790572466,0.0,0.0,394197967.15289086,0,0.32081108790572466,0.0,0.0,394197967.15289086,0,0.32081108790572466,0.0,0.0
62937340.33979063,0,0.08152142953342796,0.0,0.0,62937340.33979063,0,0.08152142953342796,0.0,0.0,96359474.3981184,0,0.08152142953342796,0.0,0.0
233506785.93285865,0,0.26214773096082933,0.0,0.0,233506785.93285865,0,0.26214773096082933,0.0,0.0,233506785.93285865,0,0.26214773096082933,0.0,0.0
664297510.2802762,0,0.3357050211570897,0.0,0.0,664297510.2802762,0,0.3357050211570897,0.0,0.0,512181826.2208905,0,0.3357050211570897,0.0,0.0
642196973.3037153,0,0.32107603926585054,0.0,0.0,495142031.22852117,0,0.32107603926585054,0.0,0.0,495142031.22852117,0,0.32107603926585054,0.0,0.0
57862007.91952092,0,0.09161894975531641,0.0,0.0,57862007.91952092,0,0.09161894975531641,0.0,0.0,57862007.91952092,0,0.09161894975531641,0.0,0.0
147268896.66389182,0,0.10545558953603415,0.0,0.0,147268896.66389182,0,0.10545558953603415,0.0,0.0,74162871.42565987,0,0.10545558953603415,0.0,0.0
329575354.1978779,0,0.330957107042572,0.0,0.0,401989831.1923476,0,0.330957107042572,0.0,0.0,504592468.2172049,0,0.330957107042572,0.0,0.0
47195443.974021666,0,0.041373958928908834,0.0,0.0,36388287.340895444,0,0.041373958928908834,0.0,0.0,28989179.20282672,0,0.041373958928908834,0.0,0.0
134903672.71398354,0,0.11610011348144397,0.0,0.0,174969452.88510767,0,0.11610011348144397,0.0,0.0,174969452.88510767,0,0.11610011348144397,0.0,0.0
507702375.58266413,0,0.3311628374982031,0.0,0.0,331606595.0230037,0,0.3311628374982031,0.0,0.0,507702375.58266413,0,0.3311628374982031,0.0,0.0
113738123.88184783,0,0.07486409103374259,0.0,0.0,69862142.9903084,0,0.07486409103374259,0.0,0.0,69862142.9903084,0,0.07486409103374259,0.0,0.0
438785369.15906,0,0.3675482583992281,0.0,0.0,359742541.3187833,0,0.3675482583992281,0.0,0.0,550779585.1075307,0,0.3675482583992281,0.0,0.0
623773441.7800268,0,0.4960280103514643,0.0,0.0,496936827.95020527,0,0.4960280103514643,0.0,0.0,809031330.5547146,0,0.4960280103514643,0.0,0.0
66921642.32082462,0,0.12139698798687516,0.0,0.0,132889628.43627878,0,0.12139698798687516,0.0,0.0,66921642.32082462,0,0.12139698798687516,0.0,0.0
393717625.73533154,0,0.43889972865964844,0.0,0.0,510649978.4641805,0,0.43889972865964844,0.0,0.0,510649978.4641805,0,0.43889972865964844,0.0,0.0
52357345.31998755,0,0.060501514063533955,0.0,0.0,40368178.906398095,0,0.060501514063533955,0.0,0.0,26366538.740472265,0,0.060501514063533955,0.0,0.0
87735945.62688112,0,0.11486393737915311,0.0,0.0,134327087.23922986,0,0.11486393737915311,0.0,0.0,87735945.62688112,0,0.11486393737915311,0.0,0.0
125594172.09803037,0,0.16271363855060833,0.0,0.0,125594172.09803037,0,0.16271363855060833,0.0,0.0,249398584.44979718,0,0.16271363855060833,0.0,0.0
505550562.3172795,0,0.34198906980315225,0.0,0.0,330201134.8471663,0,0.34198906980315225,0.0,0.0,402753108.7079953,0,0.34198906980315225,0.0,0.0
303082385.9838028,0,0.6122440150373429,0.0,0.0,493429209.12423044,0,0.6122440150373429,0.0,0.0,380440193.63153964,0,0.6122440150373429,0.0,0.0
625543727.8128735,0,0.9555067297544164,0.0,0.0,957731364.2371917,0,0.9555067297544164,0.0,0.0,957731364.2371917,0,0.9555067297544164,0.0,0.0
258003556.2332096,0,0.2688282830835635,0.0,0.0,323855583.2678236,0,0.2688282830835635,0.0,0.0,211526777.12682116,0,0.2688282830835635,0.0,0.0
256073853.3759395,0,0.5005249313266432,0.0,0.0,321433349.0416801,0,0.5005249313266432,0.0,0.0,321433349.0416801,0,0.5005249313266432,0.0,0.0
113075663.9652529,0,0.14917130132521744,0.0,0.0,113075663.9652529,0,0.14917130132521744,0.0,0.0,173123164.85069746,0,0.14917130132521744,0.0,0.0
716594741.0521989,0,0.3611615844656925,0.0,0.0,440158871.5978601,0,0.3611615844656925,0.0,0.0,716594741.0521989,0,0.3611615844656925,0.0,0.0
532740738.13593954,0,0.35014301489845373,0.0,0.0,690962325.9767015,0,0.35014301489845373,0.0,0.0,424414498.5936811,0,0.35014301489845373,0.0,0.0
74789188.8392829,0,0.05562440157129519,0.0,0.0,74789188.8392829,0,0.05562440157129519,0.0,0.0,45938273.17080478,0,0.05562440157129519,0.0,0.0
523984743.4280175,0,0.3446406286182873,0.0,0.0,342241448.86609066,0,0.3446406286182873,0.0,0.0,679605840.4734628,0,0.3446406286182873,0.0,0.0
633760814.6750987,0,0.5437457897940019,0.0,0.0,821984907.9930043,0,0.5437457897940019,0.0,0.0,504893392.1025199,0,0.5437457897940019,0.0,0.0
396492624.82122517,0,0.3231223240082568,0.0,0.0,645504494.2782742,0,0.3231223240082568,0.0,0.0,645504494.2782742,0,0.3231223240082568,0.0,0.0
76557638.46003242,0,0.05188978758182303,0.0,0.0,50003740.44655222,0,0.05188978758182303,0.0,0.0,99294910.55390114,0,0.05188978758182303,0.0,0.0
157889513.73706084,0,0.143910533960162,0.0,0.0,79511288.3439739,0,0.143910533960162,0.0,0.0,79511288.3439739,0,0.143910533960162,0.0,0.0
178155307.4121825,0,0.2663764654760214,0.0,0.0,178155307.4121825,0,0.2663764654760214,0.0,0.0,141929629.28217196,0,0.2663764654760214,0.0,0.0
850044635.1830015,0,0.5757191324170703,0.0,0.0,522128709.5696255,0,0.5757191324170703,0.0,0.0,655395221.0864205,0,0.5757191324170703,0.0,0.0
655424989.8909584,0,0.3292644715295284,0.0,0.0,655424989.8909584,0,0.3292644715295284,0.0,0.0,505341000.19662076,0,0.3292644715295284,0.0,0.0
62589889.67398586,0,0.13371993221745446,0.0,0.0,76342174.44938801,0,0.13371993221745446,0.0,0.0,62589889.67398586,0,0.13371993221745446,0.0,0.0
363188564.77637315,0,0.2973500991572358,0.0,0.0,297763750.69427556,0,0.2973500991572358,0.0,0.0,363188564.77637315,0,0.2973500991572358,0.0,0.0
140801315.1656192,0,0.0916280009935163,0.0,0.0,140801315.1656192,0,0.0916280009935163,0.0,0.0,70905874.01509276,0,0.0916280009935163,0.0,0.0
124345745.73326002,0,0.1604344112779021,0.0,0.0,151667060.96229574,0,0.1604344112779021,0.0,0.0,124345745.73326002,0,0.1604344112779021,0.0,0.0
323217313.86639214,0,0.32084818404902243,0.0,0.0,323217313.86639214,0,0.32084818404902243,0.0,0.0,323217313.86639214,0,0.32084818404902243,0.0,0.0
403526007.5891408,0,0.4835281062544236,0.0,0.0,801301632.0761915,0,0.4835281062544236,0.0,0.0,403526007.5891408,0,0.4835281062544236,0.0,0.0
675253920.3965789,0,0.34977613647521966,0.0,0.0,675253920.3965789,0,0.34977613647521966,0.0,0.0,414765817.5768542,0,0.34977613647521966,0.0,0.0
138592732.14573523,0,0.09040168799051446,0.0,0.0,90522058.22168647,0,0.09040168799051446,0.0,0.0,90522058.22168647,0,0.09040168799051446,0.0,0.0
491269030.59611046,0,0.31796861118111125,0.0,0.0,491269030.59611046,0,0.31796861118111125,0.0,0.0,491269030.59611046,0,0.31796861118111125,0.0,0.0
106888230.36986294,0,0.07501048094071157,0.0,0.0,82412184.57864982,0,0.07501048094071157,0.0,0.0,106888230.36986294,0,0.07501048094071157,0.0,0.0
267286275.6696003,0,0.6319655894284192,0.0,0.0,267286275.6696003,0,0.6319655894284192,0.0,0.0,326014562.2780484,0,0.6319655894284192,0.0,0.0
328616783.12545186,0,0.3274833845999192,0.0,0.0,652550665.1213396,0,0.3274833845999192,0.0,0.0,400820642.3598628,0,0.3274833845999192,0.0,0.0
303576456.01870155,0,0.6138507226691001,0.0,0.0,303576456.01870155,0,0.6138507226691001,0.0,0.0,303576456.01870155,0,0.6138507226691001,0.0,0.0
409525066.87809324,0,0.3484392372691029,0.0,0.0,409525066.87809324,0,0.3484392372691029,0.0,0.0,409525066.87809324,0,0.3484392372691029,0.0,0.0
106960840.76754119,0,0.12149165205413118,0.0,0.0,134261193.83516502,0,0.12149165205413118,0.0,0.0,134261193.83516502,0,0.12149165205413118,0.0,0.0
82340798.35419318,0,0.12222421978073109,0.0,0.0,163508212.27575114,0,0.12222421978073109,0.0,0.0,126066910.48740149,0,0.12222421978073109,0.0,0.0
401232571.3251109,0,0.3278988359900899,0.0,0.0,503641927.6914473,0,0.3278988359900899,0.0,0.0,328954507.1773846,0,0.3278988359900899,0.0,0.0
